Product,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
   CANN Lemon Lavender 6pk PROMO,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 512
METRC# 3675",25,0.01  ,0.25  ,978.25  
   CANN Lemon Lavender Single PROMO,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 512
METRC# 3664",50,0.01  ,0.50  ,15.49  
   CANN Pineapple Jalapeno Seasonal 4pk,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 610
METRC# 3659",24,9.00  ,216.00  ,"13,276.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 610
METRC# 3670",12,9.00  ,108.00  ,"13,384.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 610
METRC# 3681",24,9.00  ,216.00  ,"13,600.00  "
   CANN Blood Orange Cardamom 6pk,12/03/2021,Invoice,1514,CANN - The Apothecarium,"PR# 827
METRC# 3633",10,8.00  ,80.00  ,"49,394.02  "
   CANN Blood Orange Cardamom Single PROMO,12/03/2021,Invoice,1521,CANN - The Source Sahara,"PR# 821
METRC# 3697",68,0.01  ,0.68  ,17.41  
   CANN Blood Orange Cardamom Single PROMO,12/03/2021,Invoice,1522,CANN - The Source Reno,"PR# 821
METRC# 3703",18,0.01  ,0.18  ,17.59  
   CANN Blood Orange Cardamom Single PROMO,12/03/2021,Invoice,1523,CANN - The Source NLV,"PR# 821
METRC# 3708",34,0.01  ,0.34  ,17.93  
   CANN Blood Orange Cardamom Single PROMO,12/03/2021,Invoice,1520,CANN - The Source Henderson,"PR# 821
METRC# 3692",68,0.01  ,0.68  ,18.61  
   CANN Cranberry Sage 6pk PROMO,12/03/2021,Invoice,1514,CANN - The Apothecarium,"PR# 1004
METRC 3638",6,0.01  ,0.06  ,2.10  
   CANN Cranberry Sage Seasonal 4pk,12/03/2021,Invoice,1523,CANN - The Source NLV,"PR# 1008
METRC# 3707",6,9.00  ,54.00  ,"4,686.00  "
   CANN Cranberry Sage Seasonal 4pk,12/03/2021,Invoice,1522,CANN - The Source Reno,"PR# 1008
METRC# 3702",6,9.00  ,54.00  ,"4,740.00  "
   CANN Cranberry Sage Seasonal 4pk,12/03/2021,Invoice,1520,CANN - The Source Henderson,"PR# 1008
METRC# 3691",6,9.00  ,54.00  ,"4,794.00  "
   CANN Cranberry Sage Seasonal 4pk,12/03/2021,Invoice,1521,CANN - The Source Sahara,"PR# 1008
METRC# 3696",6,9.00  ,54.00  ,"4,848.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,12/03/2021,Invoice,1514,CANN - The Apothecarium,"PR# 1008
METRC# 3639",6,0.01  ,0.06  ,0.22  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/03/2021,Invoice,1514,CANN - The Apothecarium,"PR# 1008
METRC# 3637",20,0.01  ,0.20  ,0.42  
   CANN Grapefruit Rosemary 6pk,12/03/2021,Invoice,1514,CANN - The Apothecarium,"PR# 811
METRC# 3634",10,8.00  ,80.00  ,"32,641.00  "
   CANN Grapefruit Rosemary 6pk,12/03/2021,Invoice,1520,CANN - The Source Henderson,"PR# 826
METRC# 3689",8,8.00  ,64.00  ,"32,705.00  "
   CANN Grapefruit Rosemary 6pk,12/03/2021,Invoice,1522,CANN - The Source Reno,"PR# 826
METRC# 3700",8,8.00  ,64.00  ,"32,769.00  "
   CANN Grapefruit Rosemary Single PROMO,12/03/2021,Invoice,1520,CANN - The Source Henderson,"PR# 921
METRC# 3693",66,0.01  ,0.66  ,17.60  
   CANN Grapefruit Rosemary Single PROMO,12/03/2021,Invoice,1522,CANN - The Source Reno,"PR# 921
METRC# 3704",16,0.01  ,0.16  ,17.76  
   CANN Grapefruit Rosemary Single PROMO,12/03/2021,Invoice,1523,CANN - The Source NLV,"PR# 921
METRC# 3709",33,0.01  ,0.33  ,18.09  
   CANN Grapefruit Rosemary Single PROMO,12/03/2021,Invoice,1521,CANN - The Source Sahara,"PR# 921
METRC# 3698",66,0.01  ,0.66  ,18.75  
   CANN Lemon Lavender 6pk,12/03/2021,Invoice,1521,CANN - The Source Sahara,"PR# 825
METRC# 3695",8,8.00  ,64.00  ,"49,936.02  "
   CANN Lemon Lavender 6pk,12/03/2021,Invoice,1520,CANN - The Source Henderson,"PR# 825
METRC# 3690",8,8.00  ,64.00  ,"50,000.02  "
   CANN Lemon Lavender 6pk,12/03/2021,Invoice,1523,CANN - The Source NLV,"PR# 825
METRC# 3706",12,8.00  ,96.00  ,"50,096.02  "
   CANN Lemon Lavender 6pk,12/03/2021,Invoice,1522,CANN - The Source Reno,"PR# 825
METRC# 3701",8,8.00  ,64.00  ,"50,160.02  "
   CANN Lemon Lavender Single PROMO,12/03/2021,Invoice,1521,CANN - The Source Sahara,"PR# 512
METRC# 3699",66,0.01  ,0.66  ,16.15  
   CANN Lemon Lavender Single PROMO,12/03/2021,Invoice,1520,CANN - The Source Henderson,"PR# 512
METRC# 3694",66,0.01  ,0.66  ,16.81  
   CANN Lemon Lavender Single PROMO,12/03/2021,Invoice,1522,CANN - The Source Reno,"PR# 512
METRC# 3705",16,0.01  ,0.16  ,16.97  
   CANN Lemon Lavender Single PROMO,12/03/2021,Invoice,1523,CANN - The Source NLV,"PR# 512
METRC# 3710",33,0.01  ,0.33  ,17.30  
   CANN Pineapple Jalapeno Seasonal 4pk,12/03/2021,Invoice,1514,CANN - The Apothecarium,"PR# 610
METRC# 3635",10,7.00  ,70.00  ,"13,670.00  "
   CANN Blood Orange Cardamom 6pk,12/06/2021,Invoice,1532,CANN - The Dispensary Decatur,"PR# 827
METRC# 3741",10,8.00  ,80.00  ,"49,474.02  "
   CANN Blood Orange Cardamom 6pk,12/06/2021,Invoice,1531,CANN - The Dispensary Gibson,"PR# 827
METRC# 3734",25,8.00  ,200.00  ,"49,674.02  "
   CANN Blood Orange Cardamom 6pk,12/06/2021,Invoice,1530,CANN - The Dispensary Express,"PR# 827
METRC# 3726",5,8.00  ,40.00  ,"49,714.02  "
   CANN Cranberry Sage 6pk,12/06/2021,Invoice,1532,CANN - The Dispensary Decatur,"PR# 1004
METRC# 3744",10,8.00  ,80.00  ,"5,456.00  "
   CANN Cranberry Sage 6pk,12/06/2021,Invoice,1530,CANN - The Dispensary Express,"PR# 1004
METRC# 3730",10,8.00  ,80.00  ,"5,536.00  "
   CANN Cranberry Sage 6pk,12/06/2021,Invoice,1531,CANN - The Dispensary Gibson,"PR# 1004
METRC# 3737",14,8.00  ,112.00  ,"5,648.00  "
   CANN Cranberry Sage 6pk BT PROMO,12/06/2021,Invoice,1531,CANN - The Dispensary Gibson,"PR# 1004
METRC# 3739",5,0.01  ,0.05  ,1.31  
   CANN Cranberry Sage 6pk BT PROMO,12/06/2021,Invoice,1530,CANN - The Dispensary Express,"PR# 1004
METRC# 3732",5,0.01  ,0.05  ,1.36  
   CANN Cranberry Sage 6pk BT PROMO,12/06/2021,Invoice,1532,CANN - The Dispensary Decatur,"PR# 1004
METRC# 3746",5,0.01  ,0.05  ,1.41  
   CANN Cranberry Sage Seasonal 4pk,12/06/2021,Invoice,1532,CANN - The Dispensary Decatur,"PR# 1008
METRC# 3745",10,9.00  ,90.00  ,"4,938.00  "
   CANN Cranberry Sage Seasonal 4pk,12/06/2021,Invoice,1531,CANN - The Dispensary Gibson,"PR# 1008
METRC# 3738",22,9.00  ,198.00  ,"5,136.00  "
   CANN Cranberry Sage Seasonal 4pk,12/06/2021,Invoice,1530,CANN - The Dispensary Express,"PR# 1008
METRC# 3731",8,9.00  ,72.00  ,"5,208.00  "
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/06/2021,Invoice,1532,CANN - The Dispensary Decatur,"PR# 1008
METRC# 3747",5,0.01  ,0.05  ,1.23  
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/06/2021,Invoice,1531,CANN - The Dispensary Gibson,"PR# 1008
METRC# 3740",5,0.01  ,0.05  ,1.28  
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/06/2021,Invoice,1530,CANN - The Dispensary Express,"PR# 1008
METRC# 3733",5,0.01  ,0.05  ,1.33  
   CANN Grapefruit Rosemary 6pk,12/06/2021,Invoice,1531,CANN - The Dispensary Gibson,"PR# 826
METRC# 3735",15,8.00  ,120.00  ,"32,889.00  "
   CANN Grapefruit Rosemary 6pk,12/06/2021,Invoice,1532,CANN - The Dispensary Decatur,"PR# 826
METRC# 3742",25,8.00  ,200.00  ,"33,089.00  "
   CANN Grapefruit Rosemary 6pk,12/06/2021,Invoice,1530,CANN - The Dispensary Express,"PR# 826
METRC# 3727",7,8.00  ,56.00  ,"33,145.00  "
   CANN Lemon Lavender 6pk,12/06/2021,Invoice,1531,CANN - The Dispensary Gibson,"PR# 825
METRC# 3736",20,8.00  ,160.00  ,"50,320.02  "
   CANN Lemon Lavender 6pk,12/06/2021,Invoice,1530,CANN - The Dispensary Express,"PR# 825
METRC# 3728",5,8.00  ,40.00  ,"50,360.02  "
   CANN Lemon Lavender 6pk,12/06/2021,Invoice,1532,CANN - The Dispensary Decatur,"PR# 825
METRC# 3743",45,8.00  ,360.00  ,"50,720.02  "
   CANN Pineapple Jalapeno Seasonal 4pk,12/06/2021,Invoice,1530,CANN - The Dispensary Express,"PR# 610
METRC# 3729",5,9.00  ,45.00  ,"13,715.00  "
,12/06/2021,Credit Memo,1535,CANN - Jardin,Nov (53 units x $5),-1,265.00  ,-265.00  ,"-2,164.70  "
,12/06/2021,Credit Memo,1534,CANN - Planet 13,Nov (442 units x $5),-1,"2,210.00  ","-2,210.00  ","-4,374.70  "
   CANN Blood Orange Cardamom 6pk,12/07/2021,Invoice,1529,CANN - Mynt Lemmon Valley,"PR# 827
METRC# 3719",15,8.00  ,120.00  ,"49,834.02  "
   CANN Blood Orange Cardamom 6pk,12/07/2021,Invoice,1533,CANN - The Dispensary Reno,"PR# 827
METRC# 3748",20,8.00  ,160.00  ,"49,994.02  "
   CANN Blood Orange Cardamom 6pk,12/07/2021,Invoice,1528,CANN - Mynt Downtown,"PR# 827
METRC# 3711",30,8.00  ,240.00  ,"50,234.02  "
   CANN Cranberry Sage 6pk,12/07/2021,Invoice,1533,CANN - The Dispensary Reno,"PR# 1004
METRC# 3752",47,8.00  ,376.00  ,"6,024.00  "
   CANN Cranberry Sage 6pk,12/07/2021,Invoice,1528,CANN - Mynt Downtown,"PR# 1004
METRC# 3715",22,8.00  ,176.00  ,"6,200.00  "
   CANN Cranberry Sage 6pk,12/07/2021,Invoice,1529,CANN - Mynt Lemmon Valley,"PR# 1004
METRC# 3722",18,8.00  ,144.00  ,"6,344.00  "
   CANN Cranberry Sage 6pk BT PROMO,12/07/2021,Invoice,1533,CANN - The Dispensary Reno,"PR# 1004
METRC# 3754",5,0.01  ,0.05  ,1.46  
   CANN Cranberry Sage 6pk BT PROMO,12/07/2021,Invoice,1528,CANN - Mynt Downtown,"PR# 1004
METRC# 3717",5,0.01  ,0.05  ,1.51  
   CANN Cranberry Sage 6pk BT PROMO,12/07/2021,Invoice,1529,CANN - Mynt Lemmon Valley,"PR# 1004
METRC# 3724",5,0.01  ,0.05  ,1.56  
   CANN Cranberry Sage Seasonal 4pk,12/07/2021,Invoice,1533,CANN - The Dispensary Reno,"PR# 1008
METRC# 3753",25,9.00  ,225.00  ,"5,433.00  "
   CANN Cranberry Sage Seasonal 4pk,12/07/2021,Invoice,1529,CANN - Mynt Lemmon Valley,"PR# 1008
METRC# 3723",21,9.00  ,189.00  ,"5,622.00  "
   CANN Cranberry Sage Seasonal 4pk,12/07/2021,Invoice,1528,CANN - Mynt Downtown,"PR# 1008
METRC# 3716",22,9.00  ,198.00  ,"5,820.00  "
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/07/2021,Invoice,1533,CANN - The Dispensary Reno,"PR# 1008
METRC# 3755",5,0.01  ,0.05  ,1.38  
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/07/2021,Invoice,1529,CANN - Mynt Lemmon Valley,"PR# 1008
METRC# 3725",5,0.01  ,0.05  ,1.43  
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/07/2021,Invoice,1528,CANN - Mynt Downtown,"PR# 1008
METRC# 3718",5,0.01  ,0.05  ,1.48  
   CANN Grapefruit Rosemary 6pk,12/07/2021,Invoice,1529,CANN - Mynt Lemmon Valley,"PR# 826
METRC# 3720",15,8.00  ,120.00  ,"33,265.00  "
   CANN Grapefruit Rosemary 6pk,12/07/2021,Invoice,1533,CANN - The Dispensary Reno,"PR# 826
METRC# 3749",25,8.00  ,200.00  ,"33,465.00  "
   CANN Grapefruit Rosemary 6pk,12/07/2021,Invoice,1528,CANN - Mynt Downtown,"PR# 826
METRC# 3712",15,8.00  ,120.00  ,"33,585.00  "
   CANN Lemon Lavender 6pk,12/07/2021,Invoice,1533,CANN - The Dispensary Reno,"PR# 825
METRC# 3750",45,8.00  ,360.00  ,"51,080.02  "
   CANN Lemon Lavender 6pk,12/07/2021,Invoice,1528,CANN - Mynt Downtown,"PR# 825
METRC# 3713",30,8.00  ,240.00  ,"51,320.02  "
   CANN Lemon Lavender 6pk,12/07/2021,Invoice,1529,CANN - Mynt Lemmon Valley,"PR# 825
METRC# 3721",15,8.00  ,120.00  ,"51,440.02  "
   CANN Pineapple Jalapeno Seasonal 4pk,12/07/2021,Invoice,1528,CANN - Mynt Downtown,"PR# 610
METRC# 3714",16,9.00  ,144.00  ,"13,859.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,12/07/2021,Invoice,1533,CANN - The Dispensary Reno,"PR# 610
METRC# 3751",12,9.00  ,108.00  ,"13,967.00  "
   CANN Blood Orange Cardamom 6pk,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 827
METRC# 3767",10,8.00  ,80.00  ,"50,314.02  "
   CANN Blood Orange Cardamom 6pk,12/09/2021,Invoice,1537,CANN - Planet 13,"PR# 827
METRC# 3756",800,8.00  ,"6,400.00  ","56,714.02  "
   CANN Blood Orange Cardamom 6pk,12/09/2021,Invoice,1540,CANN - Exhale,"PR# 827
METRC# 3779",160,8.00  ,"1,280.00  ","57,994.02  "
   CANN Blood Orange Cardamom 6pk,12/09/2021,Invoice,1538,CANN - Tree of Life,"PR# 827
METRC# 3761",16,8.00  ,128.00  ,"58,122.02  "
   CANN Blood Orange Cardamom 6pk,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 827
METRC# 3601",100,8.00  ,800.00  ,"58,922.02  "
   CANN Blood Orange Cardamom 6pk BT PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 827
METRC# 3606",10,0.01  ,0.10  ,0.35  
   CANN Blood Orange Cardamom 6pk PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 827
METRC# 3610",10,0.01  ,0.10  ,978.20  
   CANN Blood Orange Cardamom 6pk PROMO,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 827
METRC# 3772",5,0.01  ,0.05  ,978.25  
   CANN Blood Orange Cardamom Single PROMO,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 821
METRC# 3776",40,0.01  ,0.40  ,19.01  
   CANN Cranberry Sage 6pk,12/09/2021,Invoice,1538,CANN - Tree of Life,"PR# 1004
METRC# 3763",16,8.00  ,128.00  ,"6,472.00  "
   CANN Cranberry Sage 6pk,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 1004
METRC# 3605",50,8.00  ,400.00  ,"6,872.00  "
   CANN Cranberry Sage 6pk,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 1004
METRC# 3770",10,8.00  ,80.00  ,"6,952.00  "
   CANN Cranberry Sage 6pk,12/09/2021,Invoice,1537,CANN - Planet 13,"PR# 1004
METRC# 3759",100,8.00  ,800.00  ,"7,752.00  "
   CANN Cranberry Sage 6pk,12/09/2021,Invoice,1536,CANN - The Apothecarium,"PR# 1004
METRC# 3636",10,8.00  ,80.00  ,"7,832.00  "
   CANN Cranberry Sage 6pk,12/09/2021,Invoice,1536,CANN - The Apothecarium,"PR# 1004
METRC# 3619",10,8.00  ,80.00  ,"7,912.00  "
   CANN Cranberry Sage 6pk,12/09/2021,Invoice,1540,CANN - Exhale,"PR# 1004
METRC# 3782",40,8.00  ,320.00  ,"8,232.00  "
   CANN Cranberry Sage 6pk BT PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 1004
METRC# 3609",10,0.01  ,0.10  ,1.66  
   CANN Cranberry Sage 6pk PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 1004
METRC# 3614",10,0.01  ,0.10  ,2.20  
   CANN Cranberry Sage 6pk PROMO,12/09/2021,Invoice,1538,CANN - Tree of Life,"PR# 1004
METRC# 3766",4,0.01  ,0.04  ,2.24  
   CANN Cranberry Sage 6pk PROMO,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 1004
METRC# 3775",5,0.01  ,0.05  ,2.29  
   CANN Cranberry Sage Seasonal 4pk,12/09/2021,Invoice,1537,CANN - Planet 13,"PR# 1008
METRC# 3760",80,9.00  ,720.00  ,"6,540.00  "
   CANN Cranberry Sage Seasonal 4pk,12/09/2021,Invoice,1540,CANN - Exhale,"PR# 1008
METRC# 3783",40,9.00  ,360.00  ,"6,900.00  "
   CANN Cranberry Sage Seasonal 4pk,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 1008
METRC# 3771",10,9.00  ,90.00  ,"6,990.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,12/09/2021,Invoice,1540,CANN - Exhale,"PR# 1008
METRC# 3784",20,0.01  ,0.20  ,0.62  
   CANN Grapefruit Rosemary 6pk,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 811
METRC# 3602",100,8.00  ,800.00  ,"34,385.00  "
   CANN Grapefruit Rosemary 6pk,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 826
METRC# 3768",10,8.00  ,80.00  ,"34,465.00  "
   CANN Grapefruit Rosemary 6pk,12/09/2021,Invoice,1537,CANN - Planet 13,"PR# 826
METRC# 3757",450,8.00  ,"3,600.00  ","38,065.00  "
   CANN Grapefruit Rosemary 6pk,12/09/2021,Invoice,1540,CANN - Exhale,"PR# 826
METRC# 3780",40,8.00  ,320.00  ,"38,385.00  "
   CANN Grapefruit Rosemary 6pk BT PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 811
METRC# 3607",10,0.01  ,0.10  ,0.35  
   CANN Grapefruit Rosemary 6pk PROMO,12/09/2021,Invoice,1538,CANN - Tree of Life,"PR# 826
METRC# 3764",4,0.01  ,0.04  ,977.84  
   CANN Grapefruit Rosemary 6pk PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 811
METRC# 3611",10,0.01  ,0.10  ,977.94  
   CANN Grapefruit Rosemary 6pk PROMO,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 826
METRC# 3773",5,0.01  ,0.05  ,977.99  
   CANN Grapefruit Rosemary Single PROMO,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 921
METRC# 3777",30,0.01  ,0.30  ,19.05  
   CANN Lemon Lavender 6pk,12/09/2021,Invoice,1538,CANN - Tree of Life,"PR# 825
METRC# 3762",16,8.00  ,128.00  ,"51,568.02  "
   CANN Lemon Lavender 6pk,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 825
METRC# 3603",100,8.00  ,800.00  ,"52,368.02  "
   CANN Lemon Lavender 6pk,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 825
METRC# 3769",10,8.00  ,80.00  ,"52,448.02  "
   CANN Lemon Lavender 6pk,12/09/2021,Invoice,1537,CANN - Planet 13,"PR# 825
METRC# 3758",750,8.00  ,"6,000.00  ","58,448.02  "
   CANN Lemon Lavender 6pk,12/09/2021,Invoice,1540,CANN - Exhale,"PR# 825
METRC# 3781",40,8.00  ,320.00  ,"58,768.02  "
   CANN Lemon Lavender 6pk BT PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 825
METRC# 3608",10,0.01  ,0.10  ,0.35  
   CANN Lemon Lavender 6pk PROMO,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 825
METRC# 3774",5,0.01  ,0.05  ,978.30  
   CANN Lemon Lavender 6pk PROMO,12/09/2021,Invoice,1538,CANN - Tree of Life,"PR# 825
METRC# 3765",4,0.01  ,0.04  ,978.34  
   CANN Lemon Lavender 6pk PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 825
METRC# 3612",10,0.01  ,0.10  ,978.44  
   CANN Lemon Lavender Single PROMO,12/09/2021,Invoice,1539,CANN - Exhale,"PR# 512
METRC# 3778",30,0.01  ,0.30  ,17.60  
   CANN Pineapple Jalapeno 6pk,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 812
METRC# 3604",50,8.00  ,400.00  ,"15,536.00  "
   CANN Pineapple Jalapeno 6pk PROMO,12/09/2021,Invoice,1511,CANN - Rise Reno,"PR# 812
METRC# 3613",10,0.01  ,0.10  ,1.23  
   CANN Blood Orange Cardamom 6pk,12/14/2021,Invoice,1548,CANN - Jenny's NLV,"PR# 917
METRC# 3836",80,8.00  ,640.00  ,"40,707.02  "
   CANN Blood Orange Cardamom 6pk,12/14/2021,Invoice,1542,CANN - Essence Henderson,"PR# 827
METRC# 3785",32,8.00  ,256.00  ,"40,963.02  "
   CANN Blood Orange Cardamom 6pk,12/14/2021,Invoice,1543,CANN - Essence Tropicana,"PR# 827
METRC# 3791",12,8.00  ,96.00  ,"41,059.02  "
   CANN Blood Orange Cardamom 6pk,12/14/2021,Invoice,1545,CANN - Essence Rainbow,"PR# 827
METRC# 3803",36,8.00  ,288.00  ,"41,347.02  "
   CANN Blood Orange Cardamom 6pk,12/14/2021,Invoice,1546,CANN - Rise Spanish Springs,"PR# 827
METRC# 3811",9,8.00  ,72.00  ,"41,419.02  "
   CANN Blood Orange Cardamom 6pk,12/14/2021,Invoice,1544,CANN - Essence Durango,"PR# 827
METRC# 3797",12,8.00  ,96.00  ,"41,515.02  "
   CANN Blood Orange Cardamom 6pk,12/14/2021,Invoice,1546,CANN - Rise Spanish Springs,"PR# 903
METRC# 3812",27,8.00  ,216.00  ,"41,731.02  "
   CANN Cranberry Sage 6pk,12/14/2021,Invoice,1544,CANN - Essence Durango,"PR# 1004
METRC# 3799",16,8.00  ,128.00  ,"8,360.00  "
   CANN Cranberry Sage 6pk,12/14/2021,Invoice,1546,CANN - Rise Spanish Springs,"PR# 1004
METRC# 3813",24,8.00  ,192.00  ,"8,552.00  "
   CANN Cranberry Sage 6pk,12/14/2021,Invoice,1545,CANN - Essence Rainbow,"PR# 1004
METRC# 3807",12,8.00  ,96.00  ,"8,648.00  "
   CANN Cranberry Sage 6pk,12/14/2021,Invoice,1543,CANN - Essence Tropicana,"PR# 1004
METRC# 3793",12,8.00  ,96.00  ,"8,744.00  "
   CANN Cranberry Sage 6pk,12/14/2021,Invoice,1542,CANN - Essence Henderson,"PR# 1004
METRC# 3787",28,8.00  ,224.00  ,"8,968.00  "
   CANN Cranberry Sage 6pk,12/14/2021,Invoice,1547,CANN - Rise Carson City,"PR# 1004
METRC# 3820",16,8.00  ,128.00  ,"9,096.00  "
   CANN Cranberry Sage 6pk,12/14/2021,Invoice,1548,CANN - Jenny's NLV,"PR# 1004
METRC# 3827",100,8.00  ,800.00  ,"9,896.00  "
   CANN Cranberry Sage 6pk PROMO,12/14/2021,Invoice,1548,CANN - Jenny's NLV,"PR# 1004
METRC# 3828",6,0.01  ,0.06  ,2.35  
   CANN Cranberry Sage 6pk PROMO,12/14/2021,Invoice,1542,CANN - Essence Henderson,"PR# 1004
METRC# 3789",6,0.01  ,0.06  ,2.41  
   CANN Cranberry Sage 6pk PROMO,12/14/2021,Invoice,1543,CANN - Essence Tropicana,"PR# 1004
METRC# 3795",6,0.01  ,0.06  ,2.47  
   CANN Cranberry Sage 6pk PROMO,12/14/2021,Invoice,1545,CANN - Essence Rainbow,"PR# 1004
METRC# 3809",6,0.01  ,0.06  ,2.53  
   CANN Cranberry Sage 6pk PROMO,12/14/2021,Invoice,1544,CANN - Essence Durango,"PR# 1004
METRC# 3801",6,0.01  ,0.06  ,2.59  
   CANN Cranberry Sage 6pk PROMO,12/14/2021,Invoice,1547,CANN - Rise Carson City,"PR# 1004
METRC# 3822",6,0.01  ,0.06  ,2.65  
   CANN Cranberry Sage 6pk PROMO,12/14/2021,Invoice,1546,CANN - Rise Spanish Springs,"PR# 1004
METRC# 3815",6,0.01  ,0.06  ,2.71  
   CANN Cranberry Sage Seasonal 4pk,12/14/2021,Invoice,1544,CANN - Essence Durango,"PR# 1008
METRC# 3800",12,9.00  ,108.00  ,"7,098.00  "
   CANN Cranberry Sage Seasonal 4pk,12/14/2021,Invoice,1547,CANN - Rise Carson City,"PR# 1008
METRC# 3821",24,9.00  ,216.00  ,"7,314.00  "
   CANN Cranberry Sage Seasonal 4pk,12/14/2021,Invoice,1547,CANN - Rise Carson City,"PR# 1008
METRC# 3823",6,9.00  ,54.00  ,"7,368.00  "
   CANN Cranberry Sage Seasonal 4pk,12/14/2021,Invoice,1542,CANN - Essence Henderson,"PR# 1008
METRC# 3788",24,9.00  ,216.00  ,"7,584.00  "
   CANN Cranberry Sage Seasonal 4pk,12/14/2021,Invoice,1543,CANN - Essence Tropicana,"PR# 1008
METRC# 3794",18,9.00  ,162.00  ,"7,746.00  "
   CANN Cranberry Sage Seasonal 4pk,12/14/2021,Invoice,1546,CANN - Rise Spanish Springs,"PR# 1008
METRC# 3814",16,9.00  ,144.00  ,"7,890.00  "
   CANN Cranberry Sage Seasonal 4pk,12/14/2021,Invoice,1545,CANN - Essence Rainbow,"PR# 1008
METRC# 3808",18,9.00  ,162.00  ,"8,052.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,12/14/2021,Invoice,1542,CANN - Essence Henderson,"PR# 1008
METRC# 3790",6,0.01  ,0.06  ,0.68  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/14/2021,Invoice,1543,CANN - Essence Tropicana,"PR# 1008
METRC# 3796",6,0.01  ,0.06  ,0.74  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/14/2021,Invoice,1545,CANN - Essence Rainbow,"PR# 1008
METRC# 3810",6,0.01  ,0.06  ,0.80  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/14/2021,Invoice,1544,CANN - Essence Durango,"PR# 1008
METRC# 3802",6,0.01  ,0.06  ,0.86  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/14/2021,Invoice,1548,CANN - Jenny's NLV,"PR# 1008
METRC# 3829",6,0.01  ,0.06  ,0.92  
   CANN Cranberry Sage Seasonal 4pk PROMO,12/14/2021,Invoice,1546,CANN - Rise Spanish Springs,"PR# 1008
METRC# 3816",6,0.01  ,0.06  ,0.98  
   CANN Grapefruit Rosemary 6pk,12/14/2021,Invoice,1547,CANN - Rise Carson City,"PR# 826
METRC# 3818",16,8.00  ,128.00  ,"26,957.00  "
   CANN Grapefruit Rosemary 6pk,12/14/2021,Invoice,1545,CANN - Essence Rainbow,"PR# 826
METRC# 3804",28,8.00  ,224.00  ,"27,181.00  "
   CANN Grapefruit Rosemary 6pk,12/14/2021,Invoice,1548,CANN - Jenny's NLV,"PR# 826
METRC# 3825",80,8.00  ,640.00  ,"27,821.00  "
   CANN Lemon Lavender 6pk,12/14/2021,Invoice,1545,CANN - Essence Rainbow,"PR# 825
METRC# 3805",28,8.00  ,224.00  ,"40,119.02  "
   CANN Lemon Lavender 6pk,12/14/2021,Invoice,1547,CANN - Rise Carson City,"PR# 825
METRC# 3819",28,8.00  ,224.00  ,"40,343.02  "
